ticket_id,Data,Motivo,Responsável,Status,Hora Início,Hora Fim,Tempo de Conclusão (TMA),SLA_fila,Assertividade
#1025070,1/21/2026,KYC/Reembolso,Lucas,Aberto,06:37,06:41,4,,
#1022008,1/21/2026,Cashback,Lucas,Em espera,06:47,06:48,1,,
,,,,,,,,,
#1031264,1/22/2026,Cashback,Lucas,Em espera,21:24,21:27,3,,
#1031231,1/22/2026,Cashback,Lucas,Em espera,21:28,21:30,2,,
#1031209,1/22/2026,Cashback,Lucas,Em espera,21:32,21:34,2,,
#1031192,1/22/2026,Cashback,Lucas,Em espera,21:34,21:36,2,,
#1031174,1/22/2026,Cashback,Lucas,Em espera,21:36,21:41,5,,
#1031097,1/22/2026,Cashback,Lucas,Em espera,21:42,21:44,2,,
#1031895,1/22/2026,Bloqueio/Fraude/Kyc,Lucas,Aberto,21:48,21:50,2,,
#1031964,1/22/2026,KYC/Reembolso,Lucas,Aberto,21:54,21:57,3,,
#1031073,1/22/2026,Cashback,Lucas,Em espera,22:07,22:09,2,,
#1030926,1/22/2026,Cashback,Lucas,Em espera,22:14,22:16,2,,
#1032081,1/22/2026,KYC/Reembolso,Lucas,Aberto,23:05,23:12,7,,
#1030881,1/22/2026,Cashback,Lucas,Em espera,23:18,23:20,2,,
#1030806,1/22/2026,KYC/Reembolso,Lucas,Aberto,23:22,23:29,7,,
#1030779,1/22/2026,KYC/Reembolso,Lucas,Aberto,23:32,23:37,5,,
#1030765,1/22/2026,Cashback,Lucas,Em espera,23:39,23:41,2,,
#1030690,1/22/2026,Cashback,Lucas,Em espera,23:44,23:46,2,,
,,,,,,,,,
#1030687,1/23/2026,Troca de E-mail,Lucas,Aberto,01:25,01:31,6,,
#1030672,1/23/2026,Cashback,Lucas,Em espera,01:33,01:35,2,,
#1032728,1/23/2026,KYC/Reembolso,Lucas,Aberto,01:37,01:40,3,,
#1032496,1/23/2026,KYC/Reembolso,Lucas,Aberto,01:42,01:45,3,,
#1032276,1/23/2026,KYC/Reembolso,Lucas,Aberto,01:48,01:52,4,,
#1030566,1/23/2026,Cashback,Lucas,Em espera,01:59,02:04,5,,
#1030559,1/23/2026,Cashback,Lucas,Em espera,02:05,02:07,2,,
#1030552,1/23/2026,Cashback,Lucas,Em espera,02:09,02:12,3,,
#1030541,1/23/2026,Cashback,Lucas,Em espera,02:14,02:17,3,,
#1032994,1/23/2026,KYC/Reembolso,Lucas,Aberto,03:00,03:08,8,,
#1031990,1/23/2026,Erro KYC,Lucas,Em espera,03:17,03:19,2,,
#1031749,1/23/2026,KYC/Reembolso,Lucas,Aberto,03:23,03:43,20,,
#1033067,1/23/2026,KYC/Reembolso,Lucas,Aberto,03:45,03:48,3,,
#1032861,1/23/2026,Cashback,Lucas,Em espera,04:03,04:05,2,,
#1032140,1/23/2026,Missão,Lucas,Aberto,04:10,04:22,12,,
#1033121,1/23/2026,KYC/Reembolso,Lucas,Aberto,04:24,04:27,3,,
#1032008,1/23/2026,Cashback,Lucas,Aberto,04:35,04:44,9,,
#1033185,1/23/2026,Campanhas/CRM,Lucas,Aberto,06:12,06:14,2,,
#1033193,1/23/2026,KYC/Reembolso,Lucas,Aberto,06:15,,,,
#1033211,,,,,,,,,
#1029955,1/23/2026,Cashback,Bárbara,Em espera,01:09,01:10,1,,
#1029994,1/23/2026,Cashback,Bárbara,Em espera,01:13,01:14,1,,
#1030113,1/23/2026,Cashback,Bárbara,Em espera,01:17,01:18,1,,
#1030143,1/23/2026,Cashback,Bárbara,Em espera,01:21,01:22,1,,
#1030248,1/23/2026,Cashback,Bárbara,Em espera,01:24,01:25,1,,
#1030384,1/23/2026,Cashback,Bárbara,Em espera,01:36,01:38,2,,
#1030397,1/23/2026,Cashback,Bárbara,Em espera,01:39,01:40,1,,
#1030415,1/23/2026,Indique e ganhe,Bárbara,Aberto,01:44,02:07,23,,
#1030442,1/23/2026,Cashback,Bárbara,Em espera,02:10,02:11,1,,
#1030448,1/23/2026,Cashback,Bárbara,Em espera,02:13,02:14,1,,
#1030469,1/23/2026,Cashback,Bárbara,Em espera,02:16,02:17,1,,
#1030471,1/23/2026,Cashback,Bárbara,Em espera,02:18,02:19,1,,
#1030485,1/23/2026,Cashback,Bárbara,Em espera,02:23,02:24,1,,
#1030492,1/23/2026,Cashback,Bárbara,Em espera,02:25,02:26,1,,
#1030493,1/23/2026,KYC/Reembolso,Bárbara,Aberto,02:26,02:30,4,,
#1030578,1/23/2026,Cashback,Bárbara,Em espera,02:37,02:38,1,,
#1030634,1/23/2026,Cashback,Bárbara,Em espera,02:40,02:41,1,,
#1030917,1/23/2026,Cashback,Bárbara,Aberto,03:14,03:16,2,,
#1030802,1/23/2026,Cashback,Bárbara,Em espera,04:28,04:29,1,,
#1030957,1/23/2026,Cashback,Bárbara,Aberto,04:38,04:41,3,,
#1031253,1/23/2026,Cashback,Bárbara,Aberto,05:50,06:05,15,,
#1031218,1/23/2026,Cashback,Bárbara,Aberto,06:17,,,,
,,,,,,,,,
#1038969,1/24/2026,KYC/Reembolso,Bárbara,Aberto,19:39,19:42,3,,
#1008129,1/24/2026,Cashback,Bárbara,Em espera,22:48,22:49,1,,
#1039160,1/24/2026,KYC/Reembolso,Bárbara,Aberto,22:50,22:53,3,,
#1039173,1/24/2026,Aposta esportiva,Lucas,Aberto,23:13,23:18,5,,
#1039175,1/24/2026,Giros,Lucas,Aberto,23:21,23:36,15,,
#1039303,1/25/2026,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,01:14,01:20,6,,
#1039677,1/25/2026,Giros,Lucas,Aberto,03:16,03:38,22,,
#1040010,1/25/2026,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,03:45,03:46,1,,
#1040144,1/25/2026,Cashback,Lucas,Em espera,05:39,05:42,3,,
#1040186,1/25/2026,Troca de E-mail,Lucas,Aberto,05:54,,,,
