categoria_2,data_iso,ticket_id,motivo,responsavel,status,status_2,inicio_dt,fim_dt,tempo_min
,2026-01-17,1008537,Indique e ganhe,Lucas,Aberto,,2026-01-17 06:48:00,2026-01-17 06:51:00,3.0
,2026-01-17,1008528,KYC/Reembolso,Lucas,Aberto,,2026-01-17 06:51:00,2026-01-17 06:54:00,3.0
,2026-01-18,1014873,KYC/Reembolso,Lucas,Aberto,,2026-01-18 20:10:00,2026-01-18 20:14:00,4.0
,2026-01-18,1014682,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-18 20:26:00,2026-01-18 20:32:00,6.0
,2026-01-18,1014693,Erro Plataforma,Lucas,Aberto,,2026-01-18 20:34:00,2026-01-18 20:46:00,12.0
,2026-01-18,1014900,Reembolso,Lucas,Aberto,,2026-01-18 20:47:00,2026-01-18 21:12:00,25.0
,2026-01-18,1015035,Cashback,Lucas,Em espera,,2026-01-18 21:13:00,2026-01-18 21:21:00,8.0
,2026-01-18,1015134,KYC/Reembolso,Lucas,Aberto,,2026-01-18 21:30:00,2026-01-18 21:31:00,1.0
,2026-01-18,1014988,Cashback,Lucas,Em espera,,2026-01-18 21:32:00,2026-01-18 21:36:00,4.0
,2026-01-18,1015141,Cashback,Lucas,Em espera,,2026-01-18 21:37:00,2026-01-18 21:41:00,4.0
,2026-01-18,1015277,Cassino,Lucas,Em espera,,2026-01-18 22:24:00,2026-01-18 22:49:00,25.0
,2026-01-18,1015463,Cashback,Lucas,Em espera,,2026-01-18 22:32:00,2026-01-18 22:38:00,6.0
,2026-01-19,1015618,Troca de E-mail,Bárbara,Aberto,,2026-01-19 01:03:00,2026-01-19 01:06:00,3.0
,2026-01-19,1016150,Troca de E-mail,Bárbara,Aberto,,2026-01-19 01:36:00,2026-01-19 02:46:00,70.0
,2026-01-19,1015397,Giros,Bárbara,Aberto,,2026-01-19 01:52:00,2026-01-19 03:30:00,98.0
,2026-01-19,1016086,Erro Plataforma,Bárbara,Aberto,,2026-01-19 02:47:00,2026-01-19 02:50:00,3.0
,2026-01-19,1016504,KYC/Reembolso,Bárbara,Aberto,,2026-01-19 03:34:00,2026-01-19 03:39:00,5.0
,2026-01-19,1016490,Erro Plataforma,Bárbara,Aberto,,2026-01-19 04:11:00,2026-01-19 04:12:00,1.0
,2026-01-19,1016594,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-19 06:24:00,2026-01-19 06:27:00,3.0
,2026-01-19,1016657,Cashback,Bárbara,Aberto,,2026-01-19 06:45:00,2026-01-19 06:48:00,3.0
,2026-01-20,1022609,Cashback,Bárbara,Em espera,,2026-01-20 19:16:00,2026-01-20 19:28:00,12.0
,2026-01-20,1022589,Cashback,Bárbara,Em espera,,2026-01-20 19:35:00,2026-01-20 19:36:00,1.0
,2026-01-20,1022568,Cashback,Bárbara,Em espera,,2026-01-20 19:44:00,2026-01-20 19:45:00,1.0
,2026-01-20,1022564,KYC/Reembolso,Bárbara,Aberto,,2026-01-20 19:47:00,2026-01-20 19:58:00,11.0
,2026-01-20,1022613,Cashback,Bárbara,Em espera,,2026-01-20 20:03:00,2026-01-20 20:04:00,1.0
,2026-01-20,1022621,Cashback,Bárbara,Em espera,,2026-01-20 20:07:00,2026-01-20 20:08:00,1.0
,2026-01-20,1022630,Cashback,Bárbara,Em espera,,2026-01-20 20:10:00,2026-01-20 20:11:00,1.0
,2026-01-20,1022636,Cashback,Bárbara,Em espera,,2026-01-20 20:14:00,2026-01-20 20:15:00,1.0
,2026-01-20,1022507,Cashback,Bárbara,Em espera,,2026-01-20 20:18:00,2026-01-20 20:19:00,1.0
,2026-01-20,1022547,Cashback,Bárbara,Em espera,,2026-01-20 20:23:00,2026-01-20 20:24:00,1.0
,2026-01-20,1022553,Cashback,Bárbara,Em espera,,2026-01-20 20:28:00,2026-01-20 20:29:00,1.0
,2026-01-20,1022658,Cashback,Bárbara,Em espera,,2026-01-20 20:31:00,2026-01-20 20:32:00,1.0
,2026-01-20,1022450,Cashback,Bárbara,Em espera,,2026-01-20 20:39:00,2026-01-20 20:40:00,1.0
,2026-01-20,1022465,Cashback,Bárbara,Em espera,,2026-01-20 20:55:00,2026-01-20 20:56:00,1.0
,2026-01-20,1022500,Cashback,Bárbara,Em espera,,2026-01-20 20:58:00,2026-01-20 20:59:00,1.0
,2026-01-20,1022675,Cashback,Bárbara,Em espera,,2026-01-20 21:20:00,2026-01-20 21:22:00,2.0
,2026-01-20,1022398,Cashback,Bárbara,Em espera,,2026-01-20 21:30:00,2026-01-20 21:31:00,1.0
,2026-01-20,1022384,Cashback,Bárbara,Em espera,,2026-01-20 21:35:00,2026-01-20 21:36:00,1.0
,2026-01-20,1022429,Cashback,Bárbara,Em espera,,2026-01-20 21:38:00,2026-01-20 21:39:00,1.0
,2026-01-20,1022741,Cashback,Bárbara,Em espera,,2026-01-20 21:43:00,2026-01-20 21:44:00,1.0
,2026-01-20,1022764,Cashback,Bárbara,Em espera,,2026-01-20 21:47:00,2026-01-20 21:48:00,1.0
,2026-01-20,1021860,Cashback,Bárbara,Em espera,,2026-01-20 21:50:00,2026-01-20 21:51:00,1.0
,2026-01-20,1021901,Cashback,Bárbara,Em espera,,2026-01-20 21:54:00,2026-01-20 21:55:00,1.0
,2026-01-20,1021935,Cashback,Bárbara,Em espera,,2026-01-20 21:57:00,2026-01-20 21:58:00,1.0
,2026-01-20,1021948,Cashback,Bárbara,Em espera,,2026-01-20 22:00:00,2026-01-20 22:01:00,1.0
,2026-01-20,1021961,Cashback,Bárbara,Em espera,,2026-01-20 22:04:00,2026-01-20 22:05:00,1.0
,2026-01-20,1021969,Cashback,Bárbara,Em espera,,2026-01-20 22:15:00,2026-01-20 22:16:00,1.0
,2026-01-20,1021984,Cashback,Bárbara,Em espera,,2026-01-20 22:17:00,2026-01-20 22:18:00,1.0
,2026-01-20,1021993,Cashback,Bárbara,Em espera,,2026-01-20 22:21:00,2026-01-20 22:22:00,1.0
,2026-01-20,1022002,Cashback,Bárbara,Em espera,,2026-01-20 22:32:00,2026-01-20 22:33:00,1.0
,2026-01-20,1022366,Cashback,Bárbara,Em espera,,2026-01-20 22:35:00,2026-01-20 22:36:00,1.0
,2026-01-20,1022368,Cashback,Bárbara,Em espera,,2026-01-20 22:40:00,2026-01-20 22:41:00,1.0
,2026-01-20,1022755,Cashback,Bárbara,Em espera,,2026-01-20 22:43:00,2026-01-20 22:44:00,1.0
,2026-01-20,1022789,Cashback,Bárbara,Em espera,,2026-01-20 22:45:00,2026-01-20 22:46:00,1.0
,2026-01-20,1022806,Cashback,Bárbara,Em espera,,2026-01-20 22:59:00,2026-01-21 22:50:00,-9.0
,2026-01-20,1022898,Cashback,Bárbara,Em espera,,2026-01-20 22:54:00,2026-01-20 22:55:00,1.0
,2026-01-20,1022923,Cashback,Bárbara,Em espera,,2026-01-20 22:57:00,2026-01-20 22:58:00,1.0
,2026-01-20,1022165,Cashback,Bárbara,Em espera,,2026-01-20 23:03:00,2026-01-20 23:04:00,1.0
,2026-01-20,1022202,Cashback,Bárbara,Em espera,,2026-01-20 23:06:00,2026-01-20 23:07:00,1.0
,2026-01-20,1022230,Cashback,Bárbara,Em espera,,2026-01-20 23:08:00,2026-01-20 23:09:00,1.0
,2026-01-21,1022251,Cashback,Bárbara,Em espera,,2026-01-21 00:23:00,2026-01-21 00:24:00,1.0
,2026-01-21,1022276,Cashback,Bárbara,Em espera,,2026-01-21 00:31:00,2026-01-21 00:32:00,1.0
,2026-01-21,1022302,Cashback,Bárbara,Em espera,,2026-01-21 00:34:00,2026-01-21 00:35:00,1.0
,2026-01-21,1022098,Cashback,Bárbara,Em espera,,2026-01-21 00:41:00,2026-01-21 00:42:00,1.0
,2026-01-21,1022134,Cashback,Bárbara,Em espera,,2026-01-21 00:47:00,2026-01-21 00:48:00,1.0
,2026-01-21,1022309,Cashback,Bárbara,Em espera,,2026-01-21 00:49:00,2026-01-21 00:50:00,1.0
,2026-01-21,1022327,Cashback,Bárbara,Em espera,,2026-01-21 00:57:00,2026-01-21 00:58:00,1.0
,2026-01-21,1022840,KYC/Reembolso,Bárbara,Aberto,,2026-01-21 01:01:00,2026-01-21 01:18:00,17.0
,2026-01-21,1024308,KYC/Reembolso,Lucas,Aberto,,2026-01-21 01:17:00,2026-01-21 01:20:00,3.0
,2026-01-21,1024190,Bloqueio/Fraude,Lucas,Aberto,,2026-01-21 01:25:00,2026-01-21 01:27:00,2.0
,2026-01-21,1024158,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-21 01:31:00,2026-01-21 01:32:00,1.0
,2026-01-21,1024065,Cashback,Lucas,Em espera,,2026-01-21 01:34:00,2026-01-21 01:37:00,3.0
,2026-01-21,1023693,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-21 01:53:00,2026-01-21 01:54:00,1.0
,2026-01-21,1023624,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-21 01:55:00,2026-01-21 01:56:00,1.0
,2026-01-21,1024588,KYC/Reembolso,Lucas,Aberto,,2026-01-21 01:57:00,2026-01-21 01:59:00,2.0
,2026-01-21,1023382,KYC/Reembolso,Lucas,Aberto,,2026-01-21 02:01:00,2026-01-21 02:03:00,2.0
,2026-01-21,1023281,Troca de E-mail,Lucas,Aberto,,2026-01-21 02:09:00,2026-01-21 02:12:00,3.0
,2026-01-21,1023009,KYC/Reembolso,Lucas,Aberto,,2026-01-21 02:13:00,2026-01-21 02:16:00,3.0
,2026-01-21,1022984,Cashback,Lucas,Em espera,,2026-01-21 02:23:00,2026-01-21 02:25:00,2.0
,2026-01-21,1022961,KYC/Reembolso,Lucas,Em espera,,2026-01-21 02:26:00,2026-01-21 02:27:00,1.0
,2026-01-21,1022954,Cashback,Lucas,Em espera,,2026-01-21 02:30:00,2026-01-21 02:31:00,1.0
,2026-01-21,1022945,Erro KYC,Lucas,Em espera,,2026-01-21 02:33:00,2026-01-21 02:34:00,1.0
,2026-01-21,1022051,Cashback,Lucas,Em espera,,2026-01-21 02:41:00,2026-01-21 02:43:00,2.0
,2026-01-21,1022069,Cashback,Lucas,Em espera,,2026-01-21 02:45:00,2026-01-21 02:50:00,5.0
,2026-01-21,1022805,KYC/Reembolso,Lucas,Aberto,,2026-01-21 02:58:00,2026-01-21 03:01:00,3.0
,2026-01-21,1022918,Bloqueio/Fraude,Lucas,Aberto,,2026-01-21 03:05:00,2026-01-21 03:07:00,2.0
,2026-01-21,1024838,KYC/Reembolso,Lucas,Aberto,,2026-01-21 03:08:00,2026-01-21 03:10:00,2.0
,2026-01-21,1024848,Erro KYC,Lucas,Aberto,,2026-01-21 03:24:00,2026-01-21 03:26:00,2.0
,2026-01-21,1024278,Erro KYC,Lucas,Aberto,,2026-01-21 03:39:00,2026-01-21 03:39:00,0.0
,2026-01-21,1024224,Erro Plataforma,Lucas,Aberto,,2026-01-21 03:46:00,2026-01-21 03:50:00,4.0
,2026-01-21,1023823,Erro Plataforma,Lucas,Aberto,,2026-01-21 04:26:00,2026-01-21 04:28:00,2.0
,2026-01-21,1023700,Erro KYC,Lucas,Aberto,,2026-01-21 04:35:00,2026-01-21 04:36:00,1.0
,2026-01-21,1021914,Cashback,Lucas,Em espera,,2026-01-21 04:46:00,2026-01-21 04:48:00,2.0
,2026-01-21,1022041,Cashback,Lucas,Em espera,,2026-01-21 04:56:00,2026-01-21 05:02:00,6.0
,2026-01-21,1022769,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-21 05:11:00,2026-01-21 05:41:00,30.0
,2026-01-21,1024940,Missão,Lucas,Aberto,,2026-01-21 05:45:00,2026-01-21 05:51:00,6.0
,2026-01-21,1024449,Missão,Lucas,Aberto,,2026-01-21 05:54:00,2026-01-21 05:55:00,1.0
,2026-01-21,1023719,Campanhas/CRM,Lucas,Aberto,,2026-01-21 05:56:00,2026-01-21 06:01:00,5.0
,2026-01-21,1025010,Erro KYC,Lucas,Aberto,,2026-01-21 06:02:00,2026-01-21 06:06:00,4.0
,2026-01-21,1024973,Missão,Lucas,Aberto,,2026-01-21 06:07:00,2026-01-21 06:08:00,1.0
,2026-01-21,1023519,Reembolso,Lucas,Aberto,,2026-01-21 06:11:00,2026-01-21 06:14:00,3.0
,2026-01-21,1025009,Campanhas/CRM,Lucas,Aberto,,2026-01-21 06:16:00,2026-01-21 06:19:00,3.0
,2026-01-21,1023314,Cashback,Lucas,Em espera,,2026-01-21 06:21:00,2026-01-21 06:26:00,5.0
,2026-01-21,1023181,"Financeiro (Depósito, saque e Devolução)",Lucas,Em espera,,2026-01-21 06:27:00,2026-01-21 06:30:00,3.0
,2026-01-21,1022976,Indique e ganhe,Lucas,Aberto,,2026-01-21 06:32:00,2026-01-21 06:36:00,4.0
,2026-01-21,1025070,KYC/Reembolso,Lucas,Aberto,,2026-01-21 06:37:00,2026-01-21 06:41:00,4.0
,2026-01-21,1022008,Cashback,Lucas,Em espera,,2026-01-21 06:47:00,2026-01-21 06:48:00,1.0
,2026-01-22,1031264,Cashback,Lucas,Em espera,,2026-01-22 21:24:00,2026-01-22 21:27:00,3.0
,2026-01-22,1031231,Cashback,Lucas,Em espera,,2026-01-22 21:28:00,2026-01-22 21:30:00,2.0
,2026-01-22,1031209,Cashback,Lucas,Em espera,,2026-01-22 21:32:00,2026-01-22 21:34:00,2.0
,2026-01-22,1031192,Cashback,Lucas,Em espera,,2026-01-22 21:34:00,2026-01-22 21:36:00,2.0
,2026-01-22,1031174,Cashback,Lucas,Em espera,,2026-01-22 21:36:00,2026-01-22 21:41:00,5.0
,2026-01-22,1031097,Cashback,Lucas,Em espera,,2026-01-22 21:42:00,2026-01-22 21:44:00,2.0
,2026-01-22,1031895,Bloqueio/Fraude/Kyc,Lucas,Aberto,,2026-01-22 21:48:00,2026-01-22 21:50:00,2.0
,2026-01-22,1031964,KYC/Reembolso,Lucas,Aberto,,2026-01-22 21:54:00,2026-01-22 21:57:00,3.0
,2026-01-22,1031073,Cashback,Lucas,Em espera,,2026-01-22 22:07:00,2026-01-22 22:09:00,2.0
,2026-01-22,1030926,Cashback,Lucas,Em espera,,2026-01-22 22:14:00,2026-01-22 22:16:00,2.0
,2026-01-22,1032081,KYC/Reembolso,Lucas,Aberto,,2026-01-22 23:05:00,2026-01-22 23:12:00,7.0
,2026-01-22,1030881,Cashback,Lucas,Em espera,,2026-01-22 23:18:00,2026-01-22 23:20:00,2.0
,2026-01-22,1030806,KYC/Reembolso,Lucas,Aberto,,2026-01-22 23:22:00,2026-01-22 23:29:00,7.0
,2026-01-22,1030779,KYC/Reembolso,Lucas,Aberto,,2026-01-22 23:32:00,2026-01-22 23:37:00,5.0
,2026-01-22,1030765,Cashback,Lucas,Em espera,,2026-01-22 23:39:00,2026-01-22 23:41:00,2.0
,2026-01-22,1030690,Cashback,Lucas,Em espera,,2026-01-22 23:44:00,2026-01-22 23:46:00,2.0
,2026-01-23,1030687,Troca de E-mail,Lucas,Aberto,,2026-01-23 01:25:00,2026-01-23 01:31:00,6.0
,2026-01-23,1030672,Cashback,Lucas,Em espera,,2026-01-23 01:33:00,2026-01-23 01:35:00,2.0
,2026-01-23,1032728,KYC/Reembolso,Lucas,Aberto,,2026-01-23 01:37:00,2026-01-23 01:40:00,3.0
,2026-01-23,1032496,KYC/Reembolso,Lucas,Aberto,,2026-01-23 01:42:00,2026-01-23 01:45:00,3.0
,2026-01-23,1032276,KYC/Reembolso,Lucas,Aberto,,2026-01-23 01:48:00,2026-01-23 01:52:00,4.0
,2026-01-23,1030566,Cashback,Lucas,Em espera,,2026-01-23 01:59:00,2026-01-23 02:04:00,5.0
,2026-01-23,1030559,Cashback,Lucas,Em espera,,2026-01-23 02:05:00,2026-01-23 02:07:00,2.0
,2026-01-23,1030552,Cashback,Lucas,Em espera,,2026-01-23 02:09:00,2026-01-23 02:12:00,3.0
,2026-01-23,1030541,Cashback,Lucas,Em espera,,2026-01-23 02:14:00,2026-01-23 02:17:00,3.0
,2026-01-23,1032994,KYC/Reembolso,Lucas,Aberto,,2026-01-23 03:00:00,2026-01-23 03:08:00,8.0
,2026-01-23,1031990,Erro KYC,Lucas,Em espera,,2026-01-23 03:17:00,2026-01-23 03:19:00,2.0
,2026-01-23,1031749,KYC/Reembolso,Lucas,Aberto,,2026-01-23 03:23:00,2026-01-23 03:43:00,20.0
,2026-01-23,1033067,KYC/Reembolso,Lucas,Aberto,,2026-01-23 03:45:00,2026-01-23 03:48:00,3.0
,2026-01-23,1032861,Cashback,Lucas,Em espera,,2026-01-23 04:03:00,2026-01-23 04:05:00,2.0
,2026-01-23,1032140,Missão,Lucas,Aberto,,2026-01-23 04:10:00,2026-01-23 04:22:00,12.0
,2026-01-23,1033121,KYC/Reembolso,Lucas,Aberto,,2026-01-23 04:24:00,2026-01-23 04:27:00,3.0
,2026-01-23,1032008,Cashback,Lucas,Aberto,,2026-01-23 04:35:00,2026-01-23 04:44:00,9.0
,2026-01-23,1033185,Campanhas/CRM,Lucas,Aberto,,2026-01-23 06:12:00,2026-01-23 06:14:00,2.0
,2026-01-23,1033193,KYC/Reembolso,Lucas,Aberto,,2026-01-23 06:15:00,,
,,1033211,,,,,,,
,2026-01-23,1029955,Cashback,Bárbara,Em espera,,2026-01-23 01:09:00,2026-01-23 01:10:00,1.0
,2026-01-23,1029994,Cashback,Bárbara,Em espera,,2026-01-23 01:13:00,2026-01-23 01:14:00,1.0
,2026-01-23,1030113,Cashback,Bárbara,Em espera,,2026-01-23 01:17:00,2026-01-23 01:18:00,1.0
,2026-01-23,1030143,Cashback,Bárbara,Em espera,,2026-01-23 01:21:00,2026-01-23 01:22:00,1.0
,2026-01-23,1030248,Cashback,Bárbara,Em espera,,2026-01-23 01:24:00,2026-01-23 01:25:00,1.0
,2026-01-23,1030384,Cashback,Bárbara,Em espera,,2026-01-23 01:36:00,2026-01-23 01:38:00,2.0
,2026-01-23,1030397,Cashback,Bárbara,Em espera,,2026-01-23 01:39:00,2026-01-23 01:40:00,1.0
,2026-01-23,1030415,Indique e ganhe,Bárbara,Aberto,,2026-01-23 01:44:00,2026-01-23 02:07:00,23.0
,2026-01-23,1030442,Cashback,Bárbara,Em espera,,2026-01-23 02:10:00,2026-01-23 02:11:00,1.0
,2026-01-23,1030448,Cashback,Bárbara,Em espera,,2026-01-23 02:13:00,2026-01-23 02:14:00,1.0
,2026-01-23,1030469,Cashback,Bárbara,Em espera,,2026-01-23 02:16:00,2026-01-23 02:17:00,1.0
,2026-01-23,1030471,Cashback,Bárbara,Em espera,,2026-01-23 02:18:00,2026-01-23 02:19:00,1.0
,2026-01-23,1030485,Cashback,Bárbara,Em espera,,2026-01-23 02:23:00,2026-01-23 02:24:00,1.0
,2026-01-23,1030492,Cashback,Bárbara,Em espera,,2026-01-23 02:25:00,2026-01-23 02:26:00,1.0
,2026-01-23,1030493,KYC/Reembolso,Bárbara,Aberto,,2026-01-23 02:26:00,2026-01-23 02:30:00,4.0
,2026-01-23,1030578,Cashback,Bárbara,Em espera,,2026-01-23 02:37:00,2026-01-23 02:38:00,1.0
,2026-01-23,1030634,Cashback,Bárbara,Em espera,,,2026-01-23 02:41:00,
,2026-01-23,1030917,Cashback,Bárbara,Aberto,,2026-01-23 03:14:00,2026-01-23 03:16:00,2.0
,2026-01-23,1030802,Cashback,Bárbara,Em espera,,2026-01-23 04:28:00,2026-01-23 04:29:00,1.0
,2026-01-23,1030957,Cashback,Bárbara,Aberto,,2026-01-23 04:38:00,2026-01-23 04:41:00,3.0
,2026-01-23,1031253,Cashback,Bárbara,Aberto,,2026-01-23 05:50:00,2026-01-23 06:05:00,15.0
,2026-01-23,1031218,Cashback,Bárbara,Aberto,,2026-01-23 06:17:00,,
,2026-01-24,1038969,KYC/Reembolso,Bárbara,Aberto,,2026-01-24 19:39:00,2026-01-24 19:42:00,3.0
,2026-01-24,1008129,Cashback,Bárbara,Em espera,,2026-01-24 22:48:00,2026-01-24 22:49:00,1.0
,2026-01-24,1039160,KYC/Reembolso,Bárbara,Aberto,,2026-01-24 22:50:00,2026-01-24 22:53:00,3.0
,2026-01-24,1039173,Aposta esportiva,Lucas,Aberto,,2026-01-24 23:13:00,2026-01-24 23:18:00,5.0
,2026-01-24,1039175,Giros,Lucas,Aberto,,2026-01-24 23:21:00,2026-01-24 23:36:00,15.0
,2026-01-25,1039303,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-25 01:14:00,2026-01-25 01:20:00,6.0
,2026-01-25,1039677,Giros,Lucas,Aberto,,2026-01-25 03:16:00,2026-01-25 03:38:00,22.0
,2026-01-25,1040010,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-25 03:45:00,2026-01-25 03:46:00,1.0
,2026-01-25,1040144,Cashback,Lucas,Em espera,,2026-01-25 05:39:00,2026-01-25 05:42:00,3.0
,2026-01-25,1040186,Troca de E-mail,Lucas,Aberto,,2026-01-25 05:54:00,,
,2026-01-26,1044775,Troca de E-mail,Lucas,Aberto,,,,
,2026-01-26,1044693,KYC/Reembolso,Lucas,Aberto,,2026-01-26 19:13:00,2026-01-26 19:16:00,3.0
,2026-01-26,1044678,Cashback,Lucas,Em espera,,2026-01-26 19:20:00,2026-01-26 19:23:00,3.0
,2026-01-26,1044661,Cashback,Lucas,Em espera,,2026-01-26 19:24:00,2026-01-26 19:26:00,2.0
,2026-01-26,1044922,KYC/Reembolso,Lucas,Aberto,,2026-01-26 19:37:00,2026-01-26 19:40:00,3.0
,2026-01-26,998956,Cashback,Lucas,Em espera,,2026-01-26 20:17:00,2026-01-26 20:18:00,1.0
,2026-01-26,1017091,Cashback,Lucas,Em espera,,2026-01-26 20:19:00,2026-01-26 20:20:00,1.0
,2026-01-26,1032165,Cashback,Lucas,Aberto,,2026-01-26 20:27:00,2026-01-26 20:28:00,1.0
,2026-01-26,1033694,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 20:53:00,2026-01-26 20:55:00,2.0
,2026-01-26,1045117,KYC/Reembolso,Lucas,Aberto,,2026-01-26 20:45:00,2026-01-26 20:46:00,1.0
,2026-01-26,1044452,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 20:57:00,2026-01-26 21:12:00,15.0
,2026-01-26,1044639,Indique e ganhe,Lucas,Em espera,,2026-01-26 21:02:00,2026-01-26 21:04:00,2.0
,2026-01-26,1044799,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 21:21:00,2026-01-26 21:23:00,2.0
,2026-01-26,1045110,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 21:24:00,2026-01-26 21:26:00,2.0
,2026-01-26,1045176,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 21:27:00,2026-01-26 21:30:00,3.0
,2026-01-26,1045232,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-26 21:32:00,2026-01-26 21:34:00,2.0
,2026-01-26,1045291,Reembolso,Lucas,Aberto,,2026-01-26 21:38:00,2026-01-26 21:41:00,3.0
,2026-01-26,1044858,Indique e ganhe,Lucas,Aberto,,2026-01-26 21:43:00,2026-01-26 21:51:00,8.0
,2026-01-26,1045217,Giros,Lucas,Aberto,,2026-01-26 22:28:00,2026-01-26 22:31:00,3.0
,2026-01-26,1044653,Indique e ganhe,Lucas,Aberto,,2026-01-26 23:08:00,2026-01-26 23:09:00,1.0
,2026-01-27,1045101,Missão,Bárbara,Aberto,,2026-01-27 00:19:00,2026-01-27 00:24:00,5.0
,2026-01-27,1045514,KYC/Reembolso,Bárbara,Aberto,,2026-01-27 00:31:00,2026-01-27 00:46:00,15.0
,2026-01-27,1045592,Missão,Bárbara,Aberto,,2026-01-27 01:04:00,2026-01-27 01:18:00,14.0
,2026-01-27,1045613,Campanhas/CRM,Bárbara,Aberto,,2026-01-27 01:24:00,2026-01-27 01:27:00,3.0
,2026-01-27,1045669,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,,,
,2026-01-27,1045712,Missão,Bárbara,Aberto,,,,
,2026-01-27,1045741,KYC/Reembolso,Bárbara,Aberto,,2026-01-27 01:55:00,2026-01-27 01:58:00,3.0
,2026-01-27,1046159,KYC/Reembolso,Bárbara,Aberto,,2026-01-27 02:01:00,2026-01-27 02:04:00,3.0
,2026-01-27,1045547,Erro KYC,Bárbara,Em espera,,2026-01-27 02:19:00,2026-01-27 02:20:00,1.0
,2026-01-27,1046271,Campanhas/CRM,Bárbara,Em espera,,2026-01-27 02:41:00,2026-01-27 02:42:00,1.0
,2026-01-27,1045671,Aposta esportiva,Bárbara,Aberto,,2026-01-27 03:28:00,2026-01-27 03:43:00,15.0
,2026-01-27,1046336,Giros,Bárbara,Aberto,,2026-01-27 04:12:00,2026-01-27 04:14:00,2.0
,2026-01-27,1046436,Campanhas/CRM,Bárbara,Aberto,,2026-01-27 05:44:00,2026-01-27 05:45:00,1.0
,2026-01-27,1046449,Giros,Bárbara,Aberto,,2026-01-27 05:40:00,2026-01-27 05:57:00,17.0
,2026-01-28,1052231,Cashback,Bárbara,Aberto,,2026-01-28 19:23:00,2026-01-28 19:24:00,1.0
,2026-01-28,1052232,Cashback,Bárbara,Aberto,,2026-01-28 19:28:00,2026-01-28 19:29:00,1.0
,2026-01-28,1052233,Cashback,Bárbara,Aberto,,2026-01-28 19:30:00,2026-01-28 19:31:00,1.0
,2026-01-28,1052234,Cashback,Bárbara,Aberto,,2026-01-28 19:33:00,2026-01-28 19:34:00,1.0
,2026-01-28,1052235,Cashback,Bárbara,Aberto,,2026-01-28 19:37:00,2026-01-28 19:38:00,1.0
,2026-01-28,1052238,Cashback,Bárbara,Aberto,,2026-01-28 19:41:00,2026-01-28 19:42:00,1.0
,2026-01-28,1052239,Cashback,Bárbara,Aberto,,2026-01-28 19:44:00,2026-01-28 19:45:00,1.0
,2026-01-28,1052258,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 21:49:00,2026-01-28 21:53:00,4.0
,2026-01-28,1052259,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 21:55:00,2026-01-28 22:04:00,9.0
,2026-01-28,1052264,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:05:00,2026-01-28 22:08:00,3.0
,2026-01-28,1052272,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:11:00,2026-01-28 22:13:00,2.0
,2026-01-28,1052273,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:14:00,2026-01-28 22:16:00,2.0
,2026-01-28,28852048,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:16:00,2026-01-28 22:18:00,2.0
,2026-01-28,1052287,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:18:00,2026-01-28 22:20:00,2.0
,2026-01-28,29596719,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:22:00,2026-01-28 22:23:00,1.0
,2026-01-28,1051581,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:25:00,2026-01-28 22:27:00,2.0
,2026-01-28,1051523,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-28 22:03:00,2026-01-28 22:33:00,30.0
,2026-01-29,1052956,PVE,Lucas,Aberto,,2026-01-29 01:16:00,2026-01-29 01:18:00,2.0
,2026-01-29,1052976,Cashback,Lucas,Aberto,,2026-01-29 01:31:00,2026-01-29 01:34:00,3.0
,2026-01-29,1053010,Erro Plataforma,Lucas,Em espera,,2026-01-29 01:44:00,2026-01-29 01:46:00,2.0
