"ticket_id","Data_iso","inicio_dt","fim_dt","tempo_min","Data","Motivo","Responsável","Status","Hora Início","Hora Fim","Tempo de Conclusão (TMA)","SLA_fila","Assertividade"
"#994227","2026-01-15","2026-01-15 05:18:00","2026-01-15 05:19:00","1","1/15/2026","Cashback","Bárbara","Aberto","05:18","05:19","1","",""
"#990765","2026-01-15","2026-01-15 05:43:00","2026-01-15 05:48:00","5","1/15/2026","Cashback","Bárbara","Aberto","05:43","05:48","5","",""
"#989480","2026-01-15","2026-01-15 06:14:00","2026-01-15 06:19:00","5","1/15/2026","Cashback","Bárbara","Aberto","06:14","06:19","5","",""
"#989494","2026-01-15","2026-01-15 06:27:00","2026-01-15 06:28:00","1","1/15/2026","Indique e ganhe","Bárbara","Aberto","06:27","06:28","1","",""
"#989822","2026-01-15","2026-01-15 06:48:00","2026-01-15 06:49:00","","1/15/2026","Auto Exclusão","Bárbara","Aberto","06:48","06:49","","",""
"#1005377","2026-01-16","2026-01-16 19:34:00","2026-01-16 19:41:00","7","1/16/2026","Indique e ganhe","Bárbara","Aberto","19:34","19:41","7","",""
"#1005605","2026-01-16","2026-01-16 20:40:00","2026-01-16 20:42:00","2","1/16/2026","Cashback","Bárbara","Aberto","20:40","20:42","2","",""
"#29176843","2026-01-16","2026-01-16 20:45:00","2026-01-16 20:55:00","10","1/16/2026","Cashback","Bárbara","Aberto","20:45","20:55","10","",""
"#29446700","2026-01-16","2026-01-16 21:14:00","2026-01-16 21:15:00","1","1/16/2026","Cashback","Bárbara","Aberto","21:14","21:15","1","",""
"#1005792","2026-01-16","2026-01-16 21:30:00","2026-01-16 21:31:00","1","1/16/2026","Cashback","Bárbara","Aberto","21:30","21:31","1","",""
"#1005872","2026-01-16","2026-01-16 21:45:00","2026-01-16 21:46:00","1","1/16/2026","Cashback","Bárbara","Aberto","21:45","21:46","1","",""
"#1005942","2026-01-16","2026-01-16 22:00:00","2026-01-16 22:32:00","32","1/16/2026","Cashback","Bárbara","Aberto","22:00","22:32","32","",""
"#1006134","2026-01-16","2026-01-16 22:34:00","2026-01-16 22:35:00","1","1/16/2026","Troca de E-mail","Bárbara","Aberto","22:34","22:35","1","",""
"#1006135","2026-01-16","2026-01-16 22:39:00","2026-01-16 22:41:00","2","1/16/2026","Troca de E-mail","Bárbara","Aberto","22:39","22:41","2","",""
"#1006320","2026-01-16","2026-01-16 22:55:00","2026-01-16 22:57:00","2","1/16/2026","KYC/Reembolso","Bárbara","Aberto","22:55","22:57","2","",""
"#1006632","2026-01-16","2026-01-16 22:53:00","2026-01-16 23:02:00","9","1/16/2026","Campanhas/CRM","Bárbara","Aberto","22:53","23:02","9","",""
"#1006989","2026-01-17","2026-01-17 00:44:00","2026-01-17 00:48:00","4","1/17/2026","KYC/Reembolso","Bárbara","Aberto","00:44","00:48","4","",""
"#1006668","2026-01-17","2026-01-17 01:12:00","2026-01-17 01:13:00","1","1/17/2026","KYC/Reembolso","Bárbara","Aberto","01:12","01:13","1","",""
"#1006267","2026-01-17","2026-01-17 01:15:00","2026-01-17 01:19:00","4","1/17/2026","Troca de E-mail","Bárbara","Aberto","01:15","01:19","4","",""
"#1007907","2026-01-17","2026-01-17 01:36:00","2026-01-17 01:38:00","2","1/17/2026","KYC/Reembolso","Lucas","Aberto","01:36","01:38","2","",""
"#1007787","2026-01-17","2026-01-17 01:39:00","2026-01-17 01:40:00","1","1/17/2026","KYC/Reembolso","Lucas","Aberto","01:39","01:40","1","",""
"#1007448","2026-01-17","2026-01-17 01:45:00","2026-01-17 01:47:00","2","1/17/2026","KYC/Reembolso","Lucas","Aberto","01:45","01:47","2","",""
"#1007184","2026-01-17","2026-01-17 01:52:00","2026-01-17 01:54:00","2","1/17/2026","KYC/Reembolso","Lucas","Aberto","01:52","01:54","2","",""
"#1007099","2026-01-17","2026-01-17 01:55:00","2026-01-17 01:56:00","1","1/17/2026","KYC/Reembolso","Lucas","Em espera","01:55","01:56","1","",""
"#1006903","2026-01-17","2026-01-17 01:57:00","2026-01-17 01:59:00","2","1/17/2026","KYC/Reembolso","Lucas","Em espera","01:57","01:59","2","",""
"#1006887","2026-01-17","2026-01-17 01:59:00","2026-01-17 02:01:00","2","1/17/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","01:59","02:01","2","",""
"#1006727","2026-01-17","2026-01-17 02:03:00","2026-01-17 02:07:00","4","1/17/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","02:03","02:07","4","",""
"#1006593","2026-01-17","2026-01-17 02:11:00","2026-01-17 02:13:00","2","1/17/2026","Bloqueio/Fraude","Lucas","Aberto","02:11","02:13","2","",""
"#1008052","2026-01-17","2026-01-17 02:22:00","2026-01-17 02:25:00","3","1/17/2026","Cashback","Lucas","Em espera","02:22","02:25","3","",""
"#1007312","2026-01-17","2026-01-17 02:49:00","2026-01-17 02:51:00","2","1/17/2026","Cashback","Lucas","Em espera","02:49","02:51","2","",""
"#1007153","2026-01-17","2026-01-17 02:58:00","2026-01-17 02:59:00","1","1/17/2026","KYC/Reembolso","Lucas","Aberto","02:58","02:59","1","",""
"#1007059","2026-01-17","2026-01-17 03:01:00","2026-01-17 03:02:00","1","1/17/2026","KYC/Reembolso","Lucas","Em espera","03:01","03:02","1","",""
"#1006458","2026-01-17","2026-01-17 03:04:00","2026-01-17 03:06:00","2","1/17/2026","KYC/Reembolso","Lucas","Aberto","03:04","03:06","2","",""
"#1006264","2026-01-17","2026-01-17 03:16:00","","","1/17/2026","KYC/Reembolso","Lucas","Aberto","03:16","","","",""
"#1008275","2026-01-17","2026-01-17 03:41:00","2026-01-17 03:54:00","13","1/17/2026","Giros","Lucas","Aberto","03:41","03:54","13","",""
"#1008311","2026-01-17","2026-01-17 03:55:00","2026-01-17 04:05:00","10","1/17/2026","Cashback","Lucas","Em espera","03:55","04:05","10","",""
"#1008366","2026-01-17","2026-01-17 04:08:00","2026-01-17 04:13:00","5","1/17/2026","Cashback","Lucas","Em espera","04:08","04:13","5","",""
"#1007976","2026-01-17","2026-01-17 04:17:00","","","1/17/2026","Cashback","Lucas","","04:17","","","",""
"#1007717","2026-01-17","2026-01-17 04:24:00","2026-01-17 04:25:00","1","1/17/2026","Bloqueio/Fraude","Lucas","Aberto","04:24","04:25","1","",""
"#1007489","2026-01-17","2026-01-17 04:34:00","2026-01-17 04:36:00","2","1/17/2026","Campanhas/CRM","Lucas","Aberto","04:34","04:36","2","",""
"#1005910","2026-01-17","2026-01-17 04:49:00","2026-01-17 04:51:00","2","1/17/2026","Campanhas/CRM","Lucas","Aberto","04:49","04:51","2","",""
"#1005905","2026-01-17","2026-01-17 04:52:00","2026-01-17 04:56:00","4","1/17/2026","Giros","Lucas","Aberto","04:52","04:56","4","",""
"#1005871","2026-01-17","2026-01-17 04:58:00","2026-01-17 05:12:00","14","1/17/2026","Indique e ganhe","Lucas","Em espera","04:58","05:12","14","",""
"#1008472","2026-01-17","2026-01-17 05:22:00","2026-01-17 05:24:00","2","1/17/2026","Campanhas/CRM","Lucas","Aberto","05:22","05:24","2","",""
"#1008543","2026-01-17","2026-01-17 06:31:00","2026-01-17 06:33:00","2","1/17/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","06:31","06:33","2","",""
"#1008537","2026-01-17","2026-01-17 06:48:00","2026-01-17 06:51:00","3","1/17/2026","Indique e ganhe","Lucas","Aberto","06:48","06:51","3","",""
"#1008528","2026-01-17","2026-01-17 06:51:00","2026-01-17 06:54:00","3","1/17/2026","KYC/Reembolso","Lucas","Aberto","06:51","06:54","3","",""
"#1014873","2026-01-18","2026-01-18 20:10:00","2026-01-18 20:14:00","4","1/18/2026","KYC/Reembolso","Lucas","Aberto","20:10","20:14","4","",""
"#1014682","2026-01-18","2026-01-18 20:26:00","2026-01-18 20:32:00","6","1/18/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","20:26","20:32","6","",""
"#1014693","2026-01-18","2026-01-18 20:34:00","2026-01-18 20:46:00","12","1/18/2026","Erro Plataforma","Lucas","Aberto","20:34","20:46","12","",""
"#1014900","2026-01-18","2026-01-18 20:47:00","2026-01-18 21:12:00","25","1/18/2026","Reembolso","Lucas","Aberto","20:47","21:12","25","",""
"#1015035","2026-01-18","2026-01-18 21:13:00","2026-01-18 21:21:00","8","1/18/2026","Cashback","Lucas","Em espera","21:13","21:21","8","",""
"#1015134","2026-01-18","2026-01-18 21:30:00","2026-01-18 21:31:00","1","1/18/2026","KYC/Reembolso","Lucas","Aberto","21:30","21:31","1","",""
"#1014988","2026-01-18","2026-01-18 21:32:00","2026-01-18 21:36:00","4","1/18/2026","Cashback","Lucas","Em espera","21:32","21:36","4","",""
"#1015141","2026-01-18","2026-01-18 21:37:00","2026-01-18 21:41:00","4","1/18/2026","Cashback","Lucas","Em espera","21:37","21:41","4","",""
"#1015277","2026-01-18","2026-01-18 22:24:00","2026-01-18 22:49:00","25","1/18/2026","Cassino","Lucas","Em espera","22:24","22:49","25","",""
"#1015463","2026-01-18","2026-01-18 22:32:00","2026-01-18 22:38:00","6","1/18/2026","Cashback","Lucas","Em espera","22:32","22:38","6","",""
"#1015618","2026-01-19","2026-01-19 01:03:00","2026-01-19 01:06:00","3","1/19/2026","Troca de E-mail","Bárbara","Aberto","01:03","01:06","3","",""
"#1016150","2026-01-19","2026-01-19 01:36:00","2026-01-19 02:46:00","70","1/19/2026","Troca de E-mail","Bárbara","Aberto","01:36","02:46","70","",""
"#1015397","2026-01-19","2026-01-19 01:52:00","2026-01-19 03:30:00","98","1/19/2026","Giros","Bárbara","Aberto","01:52","03:30","98","",""
"#1016086","2026-01-19","2026-01-19 02:47:00","2026-01-19 02:50:00","3","1/19/2026","Erro Plataforma","Bárbara","Aberto","02:47","02:50","3","",""
"#1016504","2026-01-19","2026-01-19 03:34:00","2026-01-19 03:39:00","5","1/19/2026","KYC/Reembolso","Bárbara","Aberto","03:34","03:39","5","",""
"#1016490","2026-01-19","2026-01-19 04:11:00","2026-01-19 04:12:00","1","1/19/2026","Erro Plataforma","Bárbara","Aberto","04:11","04:12","1","",""
"#1016594","2026-01-19","2026-01-19 06:24:00","2026-01-19 06:27:00","3","1/19/2026","Financeiro (Depósito, saque e Devolução)","Bárbara","Aberto","06:24","06:27","3","",""
"#1016657","2026-01-19","2026-01-19 06:45:00","2026-01-19 06:48:00","3","1/19/2026","Cashback","Bárbara","Aberto","06:45","06:48","3","",""
"#1022609","2026-01-20","2026-01-20 19:16:00","2026-01-20 19:28:00","12","1/20/2026","Cashback","Bárbara","Em espera","19:16","19:28","12","",""
"#1022589","2026-01-20","2026-01-20 19:35:00","2026-01-20 19:36:00","1","1/20/2026","Cashback","Bárbara","Em espera","19:35","19:36","1","",""
"#1022568","2026-01-20","2026-01-20 19:44:00","2026-01-20 19:45:00","1","1/20/2026","Cashback","Bárbara","Em espera","19:44","19:45","1","",""
"#1022564","2026-01-20","2026-01-20 19:47:00","2026-01-20 19:58:00","11","1/20/2026","KYC/Reembolso","Bárbara","Aberto","19:47","19:58","11","",""
"#1022613","2026-01-20","2026-01-20 20:03:00","2026-01-20 20:04:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:03","20:04","1","",""
"#1022621","2026-01-20","2026-01-20 20:07:00","2026-01-20 20:08:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:07","20:08","1","",""
"#1022630","2026-01-20","2026-01-20 20:10:00","2026-01-20 20:11:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:10","20:11","1","",""
"#1022636","2026-01-20","2026-01-20 20:14:00","2026-01-20 20:15:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:14","20:15","1","",""
"#1022507","2026-01-20","2026-01-20 20:18:00","2026-01-20 20:19:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:18","20:19","1","",""
"#1022547","2026-01-20","2026-01-20 20:23:00","2026-01-20 20:24:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:23","20:24","1","",""
"#1022553","2026-01-20","2026-01-20 20:28:00","2026-01-20 20:29:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:28","20:29","1","",""
"#1022658","2026-01-20","2026-01-20 20:31:00","2026-01-20 20:32:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:31","20:32","1","",""
"#1022450","2026-01-20","2026-01-20 20:39:00","2026-01-20 20:40:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:39","20:40","1","",""
"#1022465","2026-01-20","2026-01-20 20:55:00","2026-01-20 20:56:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:55","20:56","1","",""
"#1022500","2026-01-20","2026-01-20 20:58:00","2026-01-20 20:59:00","1","1/20/2026","Cashback","Bárbara","Em espera","20:58","20:59","1","",""
"#1022675","2026-01-20","2026-01-20 21:20:00","2026-01-20 21:22:00","2","1/20/2026","Cashback","Bárbara","Em espera","21:20","21:22","2","",""
"#1022398","2026-01-20","2026-01-20 21:30:00","2026-01-20 21:31:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:30","21:31","1","",""
"#1022384","2026-01-20","2026-01-20 21:35:00","2026-01-20 21:36:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:35","21:36","1","",""
"#1022429","2026-01-20","2026-01-20 21:38:00","2026-01-20 21:39:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:38","21:39","1","",""
"#1022741","2026-01-20","2026-01-20 21:43:00","2026-01-20 21:44:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:43","21:44","1","",""
"#1022764","2026-01-20","2026-01-20 21:47:00","2026-01-20 21:48:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:47","21:48","1","",""
"#1021860","2026-01-20","2026-01-20 21:50:00","2026-01-20 21:51:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:50","21:51","1","",""
"#1021901","2026-01-20","2026-01-20 21:54:00","2026-01-20 21:55:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:54","21:55","1","",""
"#1021935","2026-01-20","2026-01-20 21:57:00","2026-01-20 21:58:00","1","1/20/2026","Cashback","Bárbara","Em espera","21:57","21:58","1","",""
"#1021948","2026-01-20","2026-01-20 22:00:00","2026-01-20 22:01:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:00","22:01","1","",""
"#1021961","2026-01-20","2026-01-20 22:04:00","2026-01-20 22:05:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:04","22:05","1","",""
"#1021969","2026-01-20","2026-01-20 22:15:00","2026-01-20 22:16:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:15","22:16","1","",""
"#1021984","2026-01-20","2026-01-20 22:17:00","2026-01-20 22:18:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:17","22:18","1","",""
"#1021993","2026-01-20","2026-01-20 22:21:00","2026-01-20 22:22:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:21","22:22","1","",""
"#1022002","2026-01-20","2026-01-20 22:32:00","2026-01-20 22:33:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:32","22:33","1","",""
"#1022366","2026-01-20","2026-01-20 22:35:00","2026-01-20 22:36:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:35","22:36","1","",""
"#1022368","2026-01-20","2026-01-20 22:40:00","2026-01-20 22:41:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:40","22:41","1","",""
"#1022755","2026-01-20","2026-01-20 22:43:00","2026-01-20 22:44:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:43","22:44","1","",""
"#1022789","2026-01-20","2026-01-20 22:45:00","2026-01-20 22:46:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:45","22:46","1","",""
"#1022806","2026-01-20","2026-01-20 22:59:00","2026-01-20 22:50:00","-9","1/20/2026","Cashback","Bárbara","Em espera","22:59","22:50","-9","",""
"#1022898","2026-01-20","2026-01-20 22:54:00","2026-01-20 22:55:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:54","22:55","1","",""
"#1022923","2026-01-20","2026-01-20 22:57:00","2026-01-20 22:58:00","1","1/20/2026","Cashback","Bárbara","Em espera","22:57","22:58","1","",""
"#1022165","2026-01-20","2026-01-20 23:03:00","2026-01-20 23:04:00","1","1/20/2026","Cashback","Bárbara","Em espera","23:03","23:04","1","",""
"#1022202","2026-01-20","2026-01-20 23:06:00","2026-01-20 23:07:00","1","1/20/2026","Cashback","Bárbara","Em espera","23:06","23:07","1","",""
"#1022230","2026-01-20","2026-01-20 23:08:00","2026-01-20 23:09:00","1","1/20/2026","Cashback","Bárbara","Em espera","23:08","23:09","1","",""
"#1022251","2026-01-21","2026-01-21 00:23:00","2026-01-21 00:24:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:23","00:24","1","",""
"#1022276","2026-01-21","2026-01-21 00:31:00","2026-01-21 00:32:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:31","00:32","1","",""
"#1022302","2026-01-21","2026-01-21 00:34:00","2026-01-21 00:35:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:34","00:35","1","",""
"#1022098","2026-01-21","2026-01-21 00:41:00","2026-01-21 00:42:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:41","00:42","1","",""
"#1022134","2026-01-21","2026-01-21 00:47:00","2026-01-21 00:48:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:47","00:48","1","",""
"#1022309","2026-01-21","2026-01-21 00:49:00","2026-01-21 00:50:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:49","00:50","1","",""
"#1022327","2026-01-21","2026-01-21 00:57:00","2026-01-21 00:58:00","1","1/21/2026","Cashback","Bárbara","Em espera","00:57","00:58","1","",""
"#1022840","2026-01-21","2026-01-21 01:01:00","2026-01-21 01:18:00","17","1/21/2026","KYC/Reembolso","Bárbara","Aberto","01:01","01:18","17","",""
"#1024308","2026-01-21","2026-01-21 01:17:00","2026-01-21 01:20:00","3","1/21/2026","KYC/Reembolso","Lucas","Aberto","01:17","01:20","3","",""
"#1024190","2026-01-21","2026-01-21 01:25:00","2026-01-21 01:27:00","2","1/21/2026","Bloqueio/Fraude","Lucas","Aberto","01:25","01:27","2","",""
"#1024158","2026-01-21","2026-01-21 01:31:00","2026-01-21 01:32:00","1","1/21/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","01:31","01:32","1","",""
"#1024065","2026-01-21","2026-01-21 01:34:00","2026-01-21 01:37:00","3","1/21/2026","Cashback","Lucas","Em espera","01:34","01:37","3","",""
"#1023693","2026-01-21","2026-01-21 01:53:00","2026-01-21 01:54:00","1","1/21/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","01:53","01:54","1","",""
"#1023624","2026-01-21","2026-01-21 01:55:00","2026-01-21 01:56:00","1","1/21/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","01:55","01:56","1","",""
"#1024588","2026-01-21","2026-01-21 01:57:00","2026-01-21 01:59:00","2","1/21/2026","KYC/Reembolso","Lucas","Aberto","01:57","01:59","2","",""
"#1023382","2026-01-21","2026-01-21 02:01:00","2026-01-21 02:03:00","2","1/21/2026","KYC/Reembolso","Lucas","Aberto","02:01","02:03","2","",""
"#1023281","2026-01-21","2026-01-21 02:09:00","2026-01-21 02:12:00","3","1/21/2026","Troca de E-mail","Lucas","Aberto","02:09","02:12","3","",""
"#1023009","2026-01-21","2026-01-21 02:13:00","2026-01-21 02:16:00","3","1/21/2026","KYC/Reembolso","Lucas","Aberto","02:13","02:16","3","",""
"#1022984","2026-01-21","2026-01-21 02:23:00","2026-01-21 02:25:00","2","1/21/2026","Cashback","Lucas","Em espera","02:23","02:25","2","",""
"#1022961","2026-01-21","2026-01-21 02:26:00","2026-01-21 02:27:00","1","1/21/2026","KYC/Reembolso","Lucas","Em espera","02:26","02:27","1","",""
"#1022954","2026-01-21","2026-01-21 02:30:00","2026-01-21 02:31:00","1","1/21/2026","Cashback","Lucas","Em espera","02:30","02:31","1","",""
"#1022945","2026-01-21","2026-01-21 02:33:00","2026-01-21 02:34:00","1","1/21/2026","Erro KYC","Lucas","Em espera","02:33","02:34","1","",""
"#1022051","2026-01-21","2026-01-21 02:41:00","2026-01-21 02:43:00","2","1/21/2026","Cashback","Lucas","Em espera","02:41","02:43","2","",""
"#1022069","2026-01-21","2026-01-21 02:45:00","2026-01-21 02:50:00","5","1/21/2026","Cashback","Lucas","Em espera","02:45","02:50","5","",""
"#1022805","2026-01-21","2026-01-21 02:58:00","2026-01-21 03:01:00","3","1/21/2026","KYC/Reembolso","Lucas","Aberto","02:58","03:01","3","",""
"#1022918","2026-01-21","2026-01-21 03:05:00","2026-01-21 03:07:00","2","1/21/2026","Bloqueio/Fraude","Lucas","Aberto","03:05","03:07","2","",""
"#1024838","2026-01-21","2026-01-21 03:08:00","2026-01-21 03:10:00","2","1/21/2026","KYC/Reembolso","Lucas","Aberto","03:08","03:10","2","",""
"#1024848","2026-01-21","2026-01-21 03:24:00","2026-01-21 03:26:00","2","1/21/2026","Erro KYC","Lucas","Aberto","03:24","03:26","2","",""
"#1024278","2026-01-21","2026-01-21 03:39:00","2026-01-21 03:39:00","0","1/21/2026","Erro KYC","Lucas","Aberto","03:39","03:39","0","",""
"#1024224","2026-01-21","2026-01-21 03:46:00","2026-01-21 03:50:00","4","1/21/2026","Erro Plataforma","Lucas","Aberto","03:46","03:50","4","",""
"#1023823","2026-01-21","2026-01-21 04:26:00","2026-01-21 04:28:00","2","1/21/2026","Erro Plataforma","Lucas","Aberto","04:26","04:28","2","",""
"#1023700","2026-01-21","2026-01-21 04:35:00","2026-01-21 04:36:00","1","1/21/2026","Erro KYC","Lucas","Aberto","04:35","04:36","1","",""
"#1021914","2026-01-21","2026-01-21 04:46:00","2026-01-21 04:48:00","2","1/21/2026","Cashback","Lucas","Em espera","04:46","04:48","2","",""
"#1022041","2026-01-21","2026-01-21 04:56:00","2026-01-21 05:02:00","6","1/21/2026","Cashback","Lucas","Em espera","04:56","05:02","6","",""
"#1022769","2026-01-21","2026-01-21 05:11:00","2026-01-21 05:41:00","30","1/21/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","05:11","05:41","30","",""
"#1024940","2026-01-21","2026-01-21 05:45:00","2026-01-21 05:51:00","6","1/21/2026","Missão","Lucas","Aberto","05:45","05:51","6","",""
"#1024449","2026-01-21","2026-01-21 05:54:00","2026-01-21 05:55:00","1","1/21/2026","Missão","Lucas","Aberto","05:54","05:55","1","",""
"#1023719","2026-01-21","2026-01-21 05:56:00","2026-01-21 06:01:00","5","1/21/2026","Campanhas/CRM","Lucas","Aberto","05:56","06:01","5","",""
"#1025010","2026-01-21","2026-01-21 06:02:00","2026-01-21 06:06:00","4","1/21/2026","Erro KYC","Lucas","Aberto","06:02","06:06","4","",""
"#1024973","2026-01-21","2026-01-21 06:07:00","2026-01-21 06:08:00","1","1/21/2026","Missão","Lucas","Aberto","06:07","06:08","1","",""
"#1023519","2026-01-21","2026-01-21 06:11:00","2026-01-21 06:14:00","3","1/21/2026","Reembolso","Lucas","Aberto","06:11","06:14","3","",""
"#1025009","2026-01-21","2026-01-21 06:16:00","2026-01-21 06:19:00","3","1/21/2026","Campanhas/CRM","Lucas","Aberto","06:16","06:19","3","",""
"#1023314","2026-01-21","2026-01-21 06:21:00","2026-01-21 06:26:00","5","1/21/2026","Cashback","Lucas","Em espera","06:21","06:26","5","",""
"#1023181","2026-01-21","2026-01-21 06:27:00","2026-01-21 06:30:00","3","1/21/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Em espera","06:27","06:30","3","",""
"#1022976","2026-01-21","2026-01-21 06:32:00","2026-01-21 06:36:00","4","1/21/2026","Indique e ganhe","Lucas","Aberto","06:32","06:36","4","",""
"#1025070","2026-01-21","2026-01-21 06:37:00","2026-01-21 06:41:00","4","1/21/2026","KYC/Reembolso","Lucas","Aberto","06:37","06:41","4","",""
"#1022008","2026-01-21","2026-01-21 06:47:00","2026-01-21 06:48:00","1","1/21/2026","Cashback","Lucas","Em espera","06:47","06:48","1","",""
"#1031264","2026-01-22","2026-01-22 21:24:00","2026-01-22 21:27:00","3","1/22/2026","Cashback","Lucas","Em espera","21:24","21:27","3","",""
"#1031231","2026-01-22","2026-01-22 21:28:00","2026-01-22 21:30:00","2","1/22/2026","Cashback","Lucas","Em espera","21:28","21:30","2","",""
"#1031209","2026-01-22","2026-01-22 21:32:00","2026-01-22 21:34:00","2","1/22/2026","Cashback","Lucas","Em espera","21:32","21:34","2","",""
"#1031192","2026-01-22","2026-01-22 21:34:00","2026-01-22 21:36:00","2","1/22/2026","Cashback","Lucas","Em espera","21:34","21:36","2","",""
"#1031174","2026-01-22","2026-01-22 21:36:00","2026-01-22 21:41:00","5","1/22/2026","Cashback","Lucas","Em espera","21:36","21:41","5","",""
"#1031097","2026-01-22","2026-01-22 21:42:00","2026-01-22 21:44:00","2","1/22/2026","Cashback","Lucas","Em espera","21:42","21:44","2","",""
"#1031895","2026-01-22","2026-01-22 21:48:00","2026-01-22 21:50:00","2","1/22/2026","Bloqueio/Fraude/Kyc","Lucas","Aberto","21:48","21:50","2","",""
"#1031964","2026-01-22","2026-01-22 21:54:00","2026-01-22 21:57:00","3","1/22/2026","KYC/Reembolso","Lucas","Aberto","21:54","21:57","3","",""
"#1031073","2026-01-22","2026-01-22 22:07:00","2026-01-22 22:09:00","2","1/22/2026","Cashback","Lucas","Em espera","22:07","22:09","2","",""
"#1030926","2026-01-22","2026-01-22 22:14:00","2026-01-22 22:16:00","2","1/22/2026","Cashback","Lucas","Em espera","22:14","22:16","2","",""
"#1032081","2026-01-22","2026-01-22 23:05:00","2026-01-22 23:12:00","7","1/22/2026","KYC/Reembolso","Lucas","Aberto","23:05","23:12","7","",""
"#1030881","2026-01-22","2026-01-22 23:18:00","2026-01-22 23:20:00","2","1/22/2026","Cashback","Lucas","Em espera","23:18","23:20","2","",""
"#1030806","2026-01-22","2026-01-22 23:22:00","2026-01-22 23:29:00","7","1/22/2026","KYC/Reembolso","Lucas","Aberto","23:22","23:29","7","",""
"#1030779","2026-01-22","2026-01-22 23:32:00","2026-01-22 23:37:00","5","1/22/2026","KYC/Reembolso","Lucas","Aberto","23:32","23:37","5","",""
"#1030765","2026-01-22","2026-01-22 23:39:00","2026-01-22 23:41:00","2","1/22/2026","Cashback","Lucas","Em espera","23:39","23:41","2","",""
"#1030690","2026-01-22","2026-01-22 23:44:00","2026-01-22 23:46:00","2","1/22/2026","Cashback","Lucas","Em espera","23:44","23:46","2","",""
"#1030687","2026-01-23","2026-01-23 01:25:00","2026-01-23 01:31:00","6","1/23/2026","Troca de E-mail","Lucas","Aberto","01:25","01:31","6","",""
"#1030672","2026-01-23","2026-01-23 01:33:00","2026-01-23 01:35:00","2","1/23/2026","Cashback","Lucas","Em espera","01:33","01:35","2","",""
"#1032728","2026-01-23","2026-01-23 01:37:00","2026-01-23 01:40:00","3","1/23/2026","KYC/Reembolso","Lucas","Aberto","01:37","01:40","3","",""
"#1032496","2026-01-23","2026-01-23 01:42:00","2026-01-23 01:45:00","3","1/23/2026","KYC/Reembolso","Lucas","Aberto","01:42","01:45","3","",""
"#1032276","2026-01-23","2026-01-23 01:48:00","2026-01-23 01:52:00","4","1/23/2026","KYC/Reembolso","Lucas","Aberto","01:48","01:52","4","",""
"#1030566","2026-01-23","2026-01-23 01:59:00","2026-01-23 02:04:00","5","1/23/2026","Cashback","Lucas","Em espera","01:59","02:04","5","",""
"#1030559","2026-01-23","2026-01-23 02:05:00","2026-01-23 02:07:00","2","1/23/2026","Cashback","Lucas","Em espera","02:05","02:07","2","",""
"#1030552","2026-01-23","2026-01-23 02:09:00","2026-01-23 02:12:00","3","1/23/2026","Cashback","Lucas","Em espera","02:09","02:12","3","",""
